Inumber,Course,Professor,Type,Class,StudentType,duration,Date,Status
376156859,FDMAT112,Heidi Jean Turner,DropIn,Sophomore,OnCampus,53.09,2/7/2018 12:34,Attended
282651499,MATH 100B,Rachel K. Hurst,OneToOne,Freshman,OnCampus,60,2/23/2018 12:30,Cancelled
376156859,FDMAT112,Heidi Jean Turner,DropIn,Sophomore,OnCampus,78.23,2/5/2018 12:29,Attended
282651499,MATH 100B,Rachel K. Hurst,OneToOne,Freshman,OnCampus,60,2/16/2018 12:30,Cancelled
376156859,FDMAT112,Heidi Jean Turner,DropIn,Sophomore,OnCampus,60,2/2/2018 9:22,Attended
376156859,FDMAT112,Heidi Jean Turner,DropIn,Sophomore,OnCampus,100.23,1/31/2018 9:50,Attended
376156859,FDMAT112,Heidi Jean Turner,DropIn,Sophomore,OnCampus,60,1/29/2018 8:51,Attended
376156859,FDMAT112,Heidi Jean Turner,DropIn,Sophomore,OnCampus,141.93,1/24/2018 8:48,Attended
376156859,FDMAT112,Heidi Jean Turner,DropIn,Sophomore,OnCampus,34,1/22/2018 10:41,Attended
282651499,MATH 100B,Rachel K. Hurst,OneToOne,Freshman,OnCampus,60,2/9/2018 12:30,Cancelled
376156859,ME   201,William B. Cooley,DropIn,Sophomore,OnCampus,58.18,1/12/2018 12:48,Attended
376156859,FDMAT112,Heidi Jean Turner,DropIn,Sophomore,OnCampus,40.57,1/11/2018 14:23,Attended
282651499,MATH 100B,Rachel K. Hurst,OneToOne,Freshman,OnCampus,60,2/2/2018 12:30,Cancelled
376339968,FDMAT108,Garrett H. Saunders,DropIn,Freshman,OnCampus,60,3/12/2018 11:28,Check In
376339968,FDMAT108,Garrett H. Saunders,DropIn,Freshman,OnCampus,36.78,3/2/2018 10:29,Attended
376339968,FDMAT108,Garrett H. Saunders,DropIn,Freshman,OnCampus,22.59,2/27/2018 15:01,Attended
282651499,MATH 100B,Rachel K. Hurst,OneToOne,Freshman,OnCampus,60,1/26/2018 12:30,Cancelled
376339968,FDMAT108,Garrett H. Saunders,DropIn,Freshman,OnCampus,87.56,2/16/2018 12:21,Attended
376339968,FDMAT108,Garrett H. Saunders,DropIn,Freshman,OnCampus,60,2/5/2018 11:26,Attended
376339968,FDMAT108,Garrett H. Saunders,DropIn,Freshman,OnCampus,0.27,1/31/2018 15:17,Attended
376339968,FDMAT108,Garrett H. Saunders,DropIn,Freshman,OnCampus,8.62,1/31/2018 15:08,Attended
376339968,FDMAT108,Garrett H. Saunders,DropIn,Freshman,OnCampus,0.06,1/31/2018 15:08,Attended
376436329,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,34.2,3/29/2018 11:18,Attended
376436329,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,21.83,3/22/2018 12:34,Attended
376436329,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,20.59,3/17/2018 11:21,Attended
376436329,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,36.54,3/16/2018 11:20,Attended
376436329,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,33.23,3/10/2018 13:26,Attended
376436329,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,16.1,3/8/2018 12:40,Attended
376436329,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,18.74,3/2/2018 11:20,Attended
376436329,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,29.86,2/27/2018 12:41,Attended
376436329,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,37.29,2/24/2018 11:40,Attended
376436329,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,22.21,2/17/2018 13:02,Attended
376436329,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,44.68,2/12/2018 11:57,Attended
376436329,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,17.26,2/10/2018 13:45,Attended
376436329,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,63.73,2/8/2018 18:47,Attended
376436329,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,18.03,2/1/2018 14:00,Attended
376436329,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,53.39,1/31/2018 13:55,Attended
376436329,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,18.08,1/26/2018 11:21,Attended
376436329,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,26.45,1/24/2018 11:21,Attended
376436329,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,52.59,1/19/2018 11:22,Attended
376436329,MATH 100B,Carol Wise,DropIn,Freshman,OnCampus,25.9,1/18/2018 11:05,Attended
377644566,FDMAT108,Serena Dawn Roundy,DropIn,Freshman,OnCampus,109.29,2/6/2018 10:29,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,45.84,3/30/2018 11:49,Attended
380355674,ME   231L,Kyle Brent Kinghorn,DropIn,Senior,OnCampus,60,3/26/2018 12:32,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,45.17,3/26/2018 11:47,Attended
380355674,,,DropIn,Senior,OnCampus,60,3/9/2018 12:40,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,74.73,3/9/2018 11:25,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,162.18,3/8/2018 13:59,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,64.17,3/7/2018 9:20,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,60,3/2/2018 12:42,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,130.15,3/2/2018 10:31,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,0.13,2/28/2018 14:25,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,77.95,2/28/2018 11:25,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,66.66,2/22/2018 13:55,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,86.64,2/20/2018 12:18,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,60,2/16/2018 12:44,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,75.72,2/16/2018 11:26,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,0.1,2/16/2018 10:16,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,54.75,2/15/2018 14:06,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,78.6,2/9/2018 8:52,Attended
380355674,PH   121,Joseph R. Nielson,DropIn,Senior,OnCampus,60,2/8/2018 15:00,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,63.47,2/8/2018 13:53,Attended
380355674,,,DropIn,Senior,OnCampus,60,2/7/2018 12:33,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,71.06,2/7/2018 11:21,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,72.96,2/5/2018 11:22,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,60,2/2/2018 12:27,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,63.65,2/2/2018 11:22,Attended
380355674,,,DropIn,Senior,OnCampus,60,1/31/2018 12:43,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,78.96,1/31/2018 11:22,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,60,1/29/2018 12:37,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,75.24,1/29/2018 11:20,Attended
380355674,MATH 330,Lawrence Kerlin Chilton,DropIn,Senior,OnCampus,58.43,1/25/2018 13:55,Attended
380355674,ME   201,Garth Soren Miller,DropIn,Senior,OnCampus,52.8,1/23/2018 17:09,Attended
380355674,,,DropIn,Senior,OnCampus,60,1/12/2018 15:02,Attended
380355674,,,DropIn,Senior,OnCampus,49.01,1/12/2018 14:13,Attended
380355674,ME   201,Garth Soren Miller,DropIn,Senior,OnCampus,36.45,1/12/2018 9:32,Attended
380355674,ME   201,Garth Soren Miller,DropIn,Senior,OnCampus,53.98,1/11/2018 14:07,Attended
380355674,ME   201,Garth Soren Miller,DropIn,Senior,OnCampus,45.17,1/10/2018 9:33,Attended
285967739,MATH 221A,Craig A. Johnson,Group,Senior,OnCampus,60,2/6/2018 17:00,Missed
380508984,FDMAT108,Carol Wise,DropIn,Freshman,OnCampus,60,3/12/2018 12:28,Check In
381840139,MATH 111,Bradley Evan Garner,DropIn,Sophomore,OnCampus,82.87,3/22/2018 13:52,Attended
381840139,MATH 111,Bradley Evan Garner,DropIn,Sophomore,OnCampus,48.44,3/7/2018 10:11,Attended
381840139,MATH 111,Bradley Evan Garner,DropIn,Sophomore,OnCampus,97.55,3/6/2018 15:44,Attended
381840139,MATH 111,Bradley Evan Garner,DropIn,Sophomore,OnCampus,93.61,3/5/2018 16:22,Attended
381840139,MATH 111,Bradley Evan Garner,DropIn,Sophomore,OnCampus,80.39,3/1/2018 11:22,Attended
381840139,MATH 111,Bradley Evan Garner,DropIn,Sophomore,OnCampus,60,2/26/2018 14:33,Attended
381840139,MATH 111,Bradley Evan Garner,DropIn,Sophomore,OnCampus,87.35,2/2/2018 10:51,Attended
382242084,MATH 101,Serena Dawn Roundy,DropIn,Sophomore,OnCampus,21.13,1/26/2018 14:56,Attended
382259828,MATH 101,Elizabeth E. Crisp,DropIn,Freshman,OnCampus,60,3/26/2018 13:57,Check In
382259828,MATH 101,Elizabeth E. Crisp,DropIn,Freshman,OnCampus,1.56,3/26/2018 13:53,Attended
382259828,MATH 101,Elizabeth E. Crisp,DropIn,Freshman,OnCampus,62.59,3/23/2018 19:25,Attended
382259828,MATH 101,Elizabeth E. Crisp,DropIn,Freshman,OnCampus,60,3/14/2018 13:51,Attended
382259828,MATH 101,Elizabeth E. Crisp,DropIn,Freshman,OnCampus,68.83,3/1/2018 11:24,Attended
382259828,MATH 101,Elizabeth E. Crisp,DropIn,Freshman,OnCampus,60,2/21/2018 12:43,Attended
382259828,MATH 101,Elizabeth E. Crisp,DropIn,Freshman,OnCampus,63.05,2/16/2018 17:36,Attended
382259828,MATH 101,Elizabeth E. Crisp,DropIn,Freshman,OnCampus,0.26,2/8/2018 15:39,Attended
382259828,MATH 101,Elizabeth E. Crisp,DropIn,Freshman,OnCampus,60,2/1/2018 20:09,Attended
382259828,MATH 101,Elizabeth E. Crisp,DropIn,Freshman,OnCampus,69.91,2/1/2018 18:54,Attended
382259828,MATH 101,Elizabeth E. Crisp,DropIn,Freshman,OnCampus,64.04,1/24/2018 12:38,Attended
382259828,MATH 101,Elizabeth E. Crisp,DropIn,Freshman,OnCampus,0.12,1/17/2018 16:00,Attended
382259828,MATH 101,Elizabeth E. Crisp,DropIn,Freshman,OnCampus,67.98,1/17/2018 14:52,Attended
382458792,MATH 215,Benjamin M. Woodruff,DropIn,Sophomore,OnCampus,83.72,3/28/2018 19:55,Attended
382458792,MATH 215,Benjamin M. Woodruff,DropIn,Sophomore,OnCampus,83.1,3/27/2018 19:29,Attended
382458792,MATH 215,Benjamin M. Woodruff,DropIn,Sophomore,OnCampus,40.39,3/20/2018 10:18,Attended
382458792,MATH 215,Benjamin M. Woodruff,DropIn,Sophomore,OnCampus,60,1/17/2018 16:26,Attended
386074689,FDMAT108,Brent D. Morring,DropIn,Freshman,OnCampus,34.54,3/22/2018 14:34,Attended
386074689,FDMAT108,Brent D. Morring,DropIn,Freshman,OnCampus,60,2/15/2018 13:57,Attended
386644309,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,42.78,3/21/2018 11:46,Attended
386644309,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,50.05,3/20/2018 12:16,Attended
386644309,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,99.38,3/19/2018 8:25,Attended
386644309,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,63.18,2/26/2018 11:29,Attended
386644309,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,46.49,2/15/2018 13:02,Attended
386644309,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,49.83,2/12/2018 11:26,Attended
386644309,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,87.95,2/5/2018 10:49,Attended
386644309,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,69.13,1/31/2018 11:21,Attended
386644309,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,58.17,1/29/2018 11:25,Attended
386644309,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,73.86,1/22/2018 15:17,Attended
386644309,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,78.74,1/16/2018 10:07,Attended
386644309,,,DropIn,Freshman,OnCampus,60,1/11/2018 9:19,Attended
387142849,MATH 100B,Ralph M. Kern,DropIn,Freshman,OnCampus,60,3/8/2018 13:54,Check In
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,60,3/29/2018 10:27,Check In
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,60,3/26/2018 14:28,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,77.76,3/20/2018 9:41,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,84.04,3/19/2018 13:50,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,76.03,3/15/2018 10:05,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,84.09,3/13/2018 9:46,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,89.85,3/7/2018 13:59,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,59.2,3/5/2018 8:59,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,76,3/1/2018 9:39,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,67.91,2/26/2018 14:40,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,87.52,2/22/2018 9:54,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,49.41,2/20/2018 9:41,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,96.52,2/15/2018 9:42,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,19.05,2/13/2018 9:53,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,67.16,2/12/2018 8:56,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,94.52,2/8/2018 9:35,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,79.67,2/6/2018 9:36,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,18.08,2/2/2018 9:32,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,94.01,2/1/2018 9:35,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,65.4,1/30/2018 9:31,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,1.92,1/26/2018 12:48,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,0.04,1/25/2018 11:13,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,105.87,1/25/2018 9:27,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,129.46,1/23/2018 8:54,Attended
387810356,,,DropIn,Freshman,OnCampus,60,1/18/2018 11:22,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,89.43,1/18/2018 9:52,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,83.24,1/16/2018 9:33,Attended
387810356,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,160.07,1/11/2018 13:50,Attended
389188590,MATH 215,Troy Goodsell,DropIn,Junior,OnCampus,60,2/27/2018 11:27,Check In
389188590,MATH 215,Troy Goodsell,DropIn,Junior,OnCampus,60,1/30/2018 19:18,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,76.27,3/28/2018 17:32,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,0.06,3/20/2018 17:22,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,61.28,3/20/2018 16:20,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,60,3/19/2018 18:02,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,74.61,3/13/2018 10:21,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,61.71,3/12/2018 15:39,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,99.61,3/12/2018 14:00,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,1.1,3/12/2018 13:58,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,90.52,3/7/2018 14:57,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,53.11,2/28/2018 14:58,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,23.51,2/28/2018 13:35,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,60,2/23/2018 13:37,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,55.24,2/23/2018 12:40,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,70.58,2/21/2018 8:54,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,113.84,2/13/2018 10:21,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,51.25,2/9/2018 13:59,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,0.1,2/7/2018 10:02,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,64.38,2/7/2018 8:57,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,26.14,2/1/2018 9:19,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,0.19,1/31/2018 10:01,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,66.2,1/31/2018 8:54,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,60,1/27/2018 14:02,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,55.95,1/27/2018 13:04,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,60,1/24/2018 15:32,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,29.39,1/24/2018 15:01,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,55.16,1/24/2018 14:06,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,57.57,1/24/2018 13:03,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,60,1/18/2018 14:54,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,94.16,1/18/2018 13:11,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,59,1/17/2018 9:05,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,0.17,1/11/2018 16:22,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,99.79,1/11/2018 14:42,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,64.19,1/10/2018 9:03,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,0.17,1/10/2018 9:02,Attended
389345781,MATH 100B,Rachel K. Hurst,DropIn,Freshman,OnCampus,0.05,1/10/2018 9:02,Attended
389457046,FDMAT108,Ryan D. Cromar,DropIn,Freshman,OnCampus,60,2/26/2018 13:49,Check In
389457046,FDSCI101,Matthew Ryan Zachreson,DropIn,Freshman,OnCampus,60,2/8/2018 17:19,Attended
389561213,FDMAT112,Bonnie S. Moon,DropIn,Sophomore,OnCampus,60,1/12/2018 11:27,Check In
389561213,FDMAT112,Bonnie S. Moon,DropIn,Sophomore,OnCampus,252.48,1/11/2018 16:40,Attended
389561213,FDMAT112,Bonnie S. Moon,DropIn,Sophomore,OnCampus,152.37,1/10/2018 14:49,Attended
390350691,FDMAT112,Kerri L. Carlile,DropIn,Junior,OnCampus,17.83,1/11/2018 16:31,Attended
390398269,FDMAT108,Rebecca J. Struve,DropIn,Freshman,OnCampus,80.46,3/8/2018 16:23,Attended
390607088,MATH 221B,David W. Stohel,DropIn,Senior,OnCampus,63.02,2/16/2018 11:14,Attended
390607088,MATH 221B,David W. Stohel,DropIn,Senior,OnCampus,20.73,2/7/2018 12:51,Attended
390607088,MATH 221B,David W. Stohel,DropIn,Senior,OnCampus,46.75,2/1/2018 11:23,Attended
390607088,MATH 221B,David W. Stohel,DropIn,Senior,OnCampus,63.11,1/25/2018 11:16,Attended
390607088,MATH 221B,David W. Stohel,DropIn,Senior,OnCampus,37.7,1/24/2018 10:02,Attended
390607088,MATH 221B,David W. Stohel,DropIn,Senior,OnCampus,47.89,1/22/2018 11:21,Attended
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,76.59,3/29/2018 17:06,Attended
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,183.4,3/28/2018 17:08,Attended
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,335.62,3/26/2018 11:59,Attended
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,84.34,3/22/2018 10:30,Attended
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,292.29,3/21/2018 16:14,Attended
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,0.13,3/15/2018 21:40,Attended
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,219.99,3/14/2018 17:19,Attended
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,94.48,3/13/2018 17:49,Attended
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,330.53,3/12/2018 12:58,Attended
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,256.35,3/8/2018 16:13,Attended
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,206.21,3/6/2018 17:26,Attended
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,60,3/5/2018 16:38,Attended
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,60,3/2/2018 17:17,Attended
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,60,3/1/2018 17:40,Attended
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,100.58,2/28/2018 17:15,Attended
292462450,MATH 109,K. Shane Goodwin,Group,Junior,OnCampus,55,2/21/2018 18:30,Cancelled
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,223.48,2/27/2018 17:17,Attended
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,60,2/17/2018 11:31,Attended
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,72.11,2/16/2018 17:17,Attended
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,213.13,2/15/2018 17:36,Attended
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,60,2/14/2018 17:37,Attended
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,202.51,2/8/2018 17:09,Attended
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,60,2/5/2018 15:24,Attended
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,277.15,2/1/2018 16:44,Attended
390621024,MATH 109,K. Shane Goodwin,DropIn,Sophomore,OnCampus,471.1,1/27/2018 10:58,Attended
293319299,FDMAT108,,OneToOne,Freshman,OnCampus,60,3/30/2018 13:45,Cancelled
293319299,FDMAT108,,OneToOne,Freshman,OnCampus,60,3/23/2018 13:45,Cancelled
293319299,FDMAT108,,OneToOne,Freshman,OnCampus,60,3/16/2018 13:45,Cancelled
293319299,FDMAT108,,OneToOne,Freshman,OnCampus,60,3/9/2018 13:45,Cancelled
391374540,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,99.3,3/29/2018 17:03,Attended
391374540,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,77.32,3/27/2018 15:04,Attended
293319299,FDMAT108,,OneToOne,Freshman,OnCampus,60,2/16/2018 13:45,Cancelled
293319299,FDMAT108,,OneToOne,Freshman,OnCampus,60,2/9/2018 13:45,Cancelled
391374540,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,90.19,3/26/2018 16:46,Attended
391374540,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,171.62,3/22/2018 13:59,Attended
391374540,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,113.88,3/21/2018 15:51,Attended
391374540,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,146.99,3/20/2018 15:39,Attended
391374540,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,45.06,3/19/2018 15:11,Attended
391374540,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,47.11,3/15/2018 13:53,Attended
391374540,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,87.75,3/14/2018 12:38,Attended
391374540,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,0.07,3/13/2018 17:47,Attended
391374540,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,39.78,3/13/2018 17:07,Attended
391374540,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,60.8,3/12/2018 13:07,Attended
391374540,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,124.64,3/5/2018 13:46,Attended
391374540,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,62.09,3/1/2018 16:10,Attended
391374540,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,9.24,2/28/2018 11:56,Attended
391374540,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,82.88,2/26/2018 15:31,Attended
391374540,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,44.04,2/22/2018 14:50,Attended
391374540,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,86.34,2/21/2018 14:17,Attended
391374540,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,0.06,2/20/2018 17:47,Attended
391374540,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,127.08,2/20/2018 15:39,Attended
391374540,MATH 100B,Richard C. Llewellyn,DropIn,Freshman,OnCampus,22.93,2/15/2018 17:03,Attended
